M.E.T. [s], Sea Level Altitude [m], Radar Altitude [m], Latitude [deg], Longitude [deg], Surface Velocity [m/s], Orbital Velocity [m/s], Vertical Speed [m/s], Ground Speed [m/s], Apoapsis [m], Time to Apoapsis [s], Periapsis [m], Time to Periapsis [s], Inclination [deg], Mass [t], Max Thrust [kN], Current Thrust [kN], T.W.R., % Terminal Velocity, Trajectory Preferred Pitch [deg], Pitch Command [deg], Vessel Pitch [deg], Heading Command [deg], Vessel Heading [deg], dv Spent [m/s], Dynamic Pressure [kPa]
34.6599992252886, 4444.47903850197, 4444.47900390625, -0.0972485467791557, -74.3568267822266, 315.847642249023, 442.180757526337, 257.0178620024, 183.579823853227, 7942.84336334968, 27.398876430119, -593228.993402054, 312.257008711123, 0.0982619145796038, 41.2581176757813, 1014.87152862549, 1014.79779815674, 2.54221670663066, NoAcc, 56.4736553163386, 56.4736553163386, 56.7297702159126, 90.1951868103116, 89.5757525966943, 685.199332944104, 0.317613666561578
35.7999991998076, 4741.59853753541, 4741.5986328125, -0.0972503498196602, -74.3363571166992, 328.255493628659, 455.486201583342, 264.345980499293, 194.609536485912, 8453.68441772892, 28.2611075187451, -592792.020427621, 313.778318608209, 0.0972634404039224, 40.7568359375, 1019.04067993164, 1018.96782684326, 2.58713687499642, NoAcc, 55.5600440423271, 55.5600440423271, 55.6526637934891, 90.1945060555067, 90.08724426052, 713.491889763457, 0.330237545974625
36.9399991743267, 5046.71029873588, 5046.71044921875, -0.0972486883401871, -74.3147354125977, 339.954584268975, 468.088864585658, 270.997032957165, 205.255273973422, 8959.73779542302, 29.0552716188657, -592355.742683249, 315.228252011445, 0.0973372436750945, 40.2466011047363, 1023.14933013916, 1023.0777130127, 2.63313262795502, NoAcc, 54.6576146307922, 54.6576146307922, 54.8516724176729, 89.805482177448, 89.9680298993463, 742.258016828092, 0.340494472699986
38.0799991488457, 5359.04713183991, 5359.04736328125, -0.0972523018717766, -74.2919845581055, 351.224797190711, 480.289653707416, 277.132137436284, 215.769869448105, 9463.66058214533, 29.7991263877821, -591910.912886371, 316.632851205198, 0.0976073949751907, 39.7363624572754, 1027.19023895264, 1027.12006378174, 2.67956757583111, NoAcc, 53.7676365605074, 53.7676365605074, 53.923539298466, 90.1947564784529, 90.1269120836919, 771.507888309262, 0.348693391651618
39.2199991233647, 5678.19146978052, 5678.19140625, -0.0972561612725258, -74.2680892944336, 362.634329447713, 492.708765403155, 283.02590368366, 226.715669370336, 9972.67022333271, 30.5247363317085, -591433.694949994, 318.045842691745, 0.0975356364744827, 39.2261276245117, 1031.14057922363, 1031.07209777832, 2.72770405605639, NoAcc, 52.8905415321962, 52.8905415321962, 52.7943906559789, 89.8046887105578, 89.9954118688822, 801.251301661959, 0.356224800781745
40.2399991005659, 5969.46043515729, 5969.46044921875, -0.0972600430250168, -74.2456970214844, 373.198307181217, 504.20250709273, 288.325650097762, 236.94998623893, 10439.2995306241, 31.1844630408551, -590974.45258136, 319.351382972619, 0.0973851810304951, 38.769603729248, 1034.59261322021, 1034.52572631836, 2.7716984187394, NoAcc, 52.1160396190737, 52.1160396190737, 52.0181766571022, 90.1950415627109, 89.890432331856, 828.290906845149, 0.362759729121461
41.2599990777671, 6266.14614503749, 6266.14599609375, -0.0972651615738869, -74.2223052978516, 384.121808879083, 516.078218321548, 293.655641092231, 247.620533298936, 10916.8862469706, 31.8552682796885, -590482.143295853, 320.699227392471, 0.0973444637459584, 38.3130760192871, 1037.96348571777, 1037.89817810059, 2.81658928249643, NoAcc, 51.365481067114, 51.365481067114, 51.2108616167989, 90.1946514890285, 89.9816993023993, 855.740420003939, 0.369084657093754
42.3999990522861, 6604.23523724359, 6604.2353515625, -0.0972706452012062, -74.1949462890625, 396.75381360724, 529.771963979791, 299.701650330709, 259.985594602735, 11465.6283011329, 32.624257829116, -589894.200356606, 322.262357495822, 0.0976456485285096, 37.8028450012207, 1041.63143920898, 1041.56793212891, 2.86785400647103, NoAcc, 50.5195901211873, 50.5195901211873, 50.3343990539664, 89.8048655711131, 90.0828079229848, 886.915477531498, 0.375841913239833
43.5399990268052, 6949.33053903468, 6949.33056640625, -0.0972749143838882, -74.1662445068359, 409.881860622752, 543.929025994355, 305.945251515109, 272.76481214212, 12034.1685889934, 33.4256667492309, -589266.654369903, 323.90019183533, 0.0974221821773359, 37.292610168457, 1045.1919631958, 1045.1304473877, 2.92031250193327, NoAcc, 49.6830544869962, 49.6830544869962, 49.6136795575327, 90.1949722155955, 89.93287943888, 918.624196652315, 0.382254472895783
44.6799990013242, 7301.62459074671, 7301.62451171875, -0.0972801968455315, -74.1361465454102, 423.62262164822, 558.700907308392, 312.362841179034, 286.156567324031, 12622.7634913228, 34.2589592436449, -588587.398637769, 325.620972061307, 0.0973445301358594, 36.7823753356934, 1048.64308166504, 1048.58348846436, 2.97400963474158, NoAcc, 48.8548762005003, 48.8548762005003, 48.7024232791739, 90.1946666022818, 90.0278233580582, 950.878006015655, 0.388414236162998
